,symbol,name,price_btc,price_usd,percent_change_1h,percent_change_24h,volume_usd_24h,market_cap_usd,available_supply,max_supply
395,FLDC,FoldingCoin,0.00000300 BTC,$0.02,-2.56%,-17.94%,"124,384.0","$13,794,396.0","574,512,758.0",Unknown
396,DBIX,DubaiCoin,0.0008653 BTC,$6.91,-6.74%,-24.39%,"140,035.0","$13,785,514.0","1,993,754.0",Unknown
397,AURA,Aurora DAO,0.00001724 BTC,$0.13,11.83%,-18.43%,"95,214.9","$13,775,300.0","100,000,000.0",Unknown
398,DTB,Databits,0.00007495 BTC,$0.59,-4.44%,-18.13%,"23,997.0","$13,623,890.0","22,747,809.0",Unknown
399,XPM,Primecoin,0.00007620 BTC,$0.60,-5.16%,-22.53%,"121,417.0","$13,619,972.0","22,369,923.0",Unknown
400,PTOY,Patientory,0.00002407 BTC,$0.19,-4.61%,-19.55%,"245,242.0","$13,464,710.0","70,000,000.0",Unknown
401,HEAT,HEAT,0.00005247 BTC,$0.41,-3.78%,-23.99%,"17,344.2","$13,441,880.0","32,062,112.0",Unknown
402,HKN,Hacken,0.00044955 BTC,$3.59,2.29%,-7.01%,"21,726.9","$13,349,245.0","3,716,165.0",Unknown
403,QAU,Quantum,0.00002194 BTC,$0.17,-3.57%,-12.51%,"13,091.5","$13,337,157.0","76,091,018.0",Unknown
404,POLL,ClearPoll,0.00023753 BTC,$1.89,-6.86%,-24.14%,"136,287.0","$13,286,123.0","6,999,991.0",Unknown
405,LOC,LockChain,0.0001781 BTC,$1.42,-3.21%,0.58%,"38,040.9","$13,225,099.0","9,292,966.0",Unknown
406,ESP,Espers,0.00000008 BTC,$0.00,-4.91%,-7.78%,"40,967.1","$13,160,313.0","21,064,892,936.0","50,000,000,000.0"
407,FLO,FlorinCoin,0.00001161 BTC,$0.09,-3.75%,-20.92%,"84,913.6","$13,154,317.0","141,736,276.0","160,000,000.0"
408,RMC,Russian Miner Coin,1.09169 BTC,$8723,-3.78%,-6.36%,"25,202.5","$13,146,119.0","1,507.0",Unknown
409,ICOS,ICOS,0.00281075 BTC,$22.4,-3.02%,-13.75%,"177,000.0","$13,031,161.0","580,199.0",Unknown
410,PLU,Pluton,0.00191717 BTC,$15.3,-5.54%,-24.75%,"12,198.4","$13,021,482.0","850,000.0","20,000,000.0"
411,XRL,Rialto,0.00002229 BTC,$0.17,-11.77%,-29.01%,"12,777.0","$12,975,491.0","72,862,044.0",Unknown
412,NTRN,Neutron,0.00004770 BTC,$0.38,-4.6%,-18.95%,"5,396.6","$12,865,326.0","33,753,528.0","68,000,000.0"
413,MYST,Mysterium,0.00008263 BTC,$0.66,0.43%,6.27%,"92,717.7","$12,828,985.0","19,429,024.0",Unknown
414,AUR,Auroracoin,0.00018438 BTC,$1.47,-4.18%,-19.14%,"65,822.6","$12,756,296.0","8,658,139.0",Unknown
415,WILD,Wild Crypto,0.00006500 BTC,$0.51,-0.39%,-21.57%,"69,841.5","$12,660,207.0","24,373,456.0",Unknown
416,UFO,UFO Coin,0.00000044 BTC,$0.00,4.71%,20.79%,"73,791.6","$12,496,296.0","3,554,203,762.0","4,000,000,000.0"
417,GET,GET Protocol,0.0001502 BTC,$1.20,-0.59%,-17.0%,"13,046.0","$12,463,557.0","10,384,393.0",Unknown
418,NIO,Autonio,0.00002368 BTC,$0.18,-4.2%,-12.03%,"7,580.39","$12,458,238.0","65,828,135.0",Unknown
419,DIVX,Divi,0.00030008 BTC,$2.39,-1.15%,-15.61%,"92,338.0","$12,332,107.0","5,143,007.0",Unknown
420,PIRL,Pirl,0.00016282 BTC,$1.30,-4.9%,-12.47%,"68,125.2","$12,216,563.0","9,389,844.0",Unknown
421,AIX,Aigang,0.00008481 BTC,$0.67,-4.93%,-23.1%,"113,239.0","$12,101,625.0","17,857,486.0",Unknown
422,CAG,Change,0.00004077 BTC,$0.32,4.28%,-14.58%,"1,312,190.0","$12,088,731.0","37,109,887.0",Unknown
423,SYNX,Syndicate,0.00008363 BTC,$0.66,-4.18%,-22.72%,"291,742.0","$12,020,043.0","17,987,290.0",Unknown
424,MINT,Mintcoin,0.00000006 BTC,$0.00,-3.78%,-28.5%,"44,309.2","$11,960,715.0","24,947,260,808.0",Unknown
425,HAC,Hackspace Capital,0.00000460 BTC,$0.03,-3.78%,-12.61%,"134,436.0","$11,918,411.0","324,308,731.0",Unknown
426,GCR,Global Currency Reserve,0.00001430 BTC,$0.11,-3.71%,-14.03%,"24,986.5","$11,848,081.0","103,677,707.0",Unknown
427,OBITS,OBITS,0.00009353 BTC,$0.74,-4.84%,-16.19%,"8,904.01","$11,714,428.0","15,674,600.0",Unknown
428,PZM,PRIZM,0.00010191 BTC,$0.81,-4.24%,-4.6%,"9,677.12","$11,702,847.0","14,370,535.0","6,000,000,000.0"
429,LEV,Leverj,0.00001233 BTC,$0.09,-5.73%,-17.16%,"114,797.0","$11,639,131.0","118,090,511.0",Unknown
430,ODN,Obsidian,0.00005820 BTC,$0.46,-4.96%,-14.43%,"44,876.7","$11,627,175.0","25,000,000.0",Unknown
431,LINDA,Linda,0.00000024 BTC,$0.00,-6.54%,-21.52%,"136,659.0","$11,521,002.0","6,003,429,666.0","50,000,000,000.0"
432,MUSIC,Musicoin,0.00000244 BTC,$0.01,-5.84%,-24.34%,"92,410.9","$11,424,135.0","586,906,506.0",Unknown
433,B2B,B2B,0.00008385 BTC,$0.67,-3.58%,-6.65%,"313,073.0","$11,097,524.0","16,563,024.0",Unknown
434,CAT,BlockCAT,0.0001886 BTC,$1.50,-3.97%,-36.32%,"43,024.0","$11,091,703.0","7,360,121.0",Unknown
435,BCY,Bitcrystals,0.00005954 BTC,$0.47,-3.0%,-15.75%,"76,767.8","$11,031,175.0","23,184,528.0",Unknown
436,HBT,Hubii Network,0.00010207 BTC,$0.81,-0.74%,-9.17%,"20,541.4","$11,023,828.0","13,516,418.0",Unknown
437,XST,Stealthcoin,0.00004903 BTC,$0.39,-3.95%,-17.13%,"31,320.7","$10,980,425.0","28,029,093.0",Unknown
438,INCNT,Incent,0.00002975 BTC,$0.23,-4.68%,-20.38%,"69,474.5","$10,938,008.0","46,016,602.0",Unknown
439,PBL,Publica,0.00007312 BTC,$0.58,-4.12%,-30.69%,"270,414.0","$10,857,822.0","18,582,933.0",Unknown
440,USNBT,NuBits,0.00012193 BTC,$0.97,-1.73%,-4.85%,"13,082,000.0","$10,857,230.0","11,143,313.0",Unknown
441,ARY,Block Array,0.00001977 BTC,$0.15,-8.57%,-29.32%,"632,361.0","$10,811,509.0","68,430,738.0",Unknown
442,ELIX,Elixir,0.00004366 BTC,$0.34,-3.22%,-25.9%,"115,795.0","$10,792,924.0","30,939,201.0",Unknown
443,DAI,Dai,0.00012425 BTC,$0.99,-0.87%,-1.34%,"1,493,070.0","$10,773,846.0","10,851,401.0",Unknown
444,EDR,E-Dinar Coin,0.00000151 BTC,$0.01,-1.73%,-9.22%,"10,442.2","$10,722,279.0","886,211,988.0","999,999,999,999,999.0"
445,ABY,ArtByte,0.00000169 BTC,$0.01,-4.62%,-7.92%,"130,636.0","$10,700,283.0","792,537,250.0",Unknown
446,FLIXX,Flixxo,0.00001797 BTC,$0.14,-1.83%,-18.28%,"39,375.9","$10,640,051.0","74,085,777.0",Unknown
447,XLR,Solaris,0.00135354 BTC,$10.8,-11.01%,-25.99%,"105,494.0","$10,631,471.0","982,967.0",Unknown
448,SXUT,Spectre.ai Utility Token,0.00005610 BTC,$0.44,-8.6%,-21.87%,"4,670,010.0","$10,614,496.0","23,676,582.0",Unknown
449,ASTRO,Astro,0.00040042 BTC,$3.19,-5.25%,-7.48%,"19,734.8","$10,602,974.0","3,313,833.0",Unknown
450,DYN,Dynamic,0.00027844 BTC,$2.22,-4.0%,-17.12%,"475,195.0","$10,575,800.0","4,753,403.0",Unknown
451,SPHR,Sphere,0.00042675 BTC,$3.40,-5.17%,-19.54%,"138,725.0","$10,512,796.0","3,082,940.0",Unknown
452,PINK,PinkCoin,0.00000338 BTC,$0.02,-3.6%,-18.29%,"158,856.0","$10,300,329.0","381,906,699.0",Unknown
453,XTO,Tao,0.00003880 BTC,$0.31,13.13%,-25.65%,"32,331.3","$10,158,627.0","32,765,748.0",Unknown
454,RC,RussiaCoin,0.0001455 BTC,$1.16,-3.8%,-19.64%,"1,077.77","$9,740,450.0","8,377,873.0",Unknown
455,PIX,Lampix,0.00000899 BTC,$0.07,-4.41%,-24.01%,"12,081.4","$9,721,155.0","135,322,017.0","657,154,880.0"
456,CURE,Curecoin,0.00005087 BTC,$0.40,-3.79%,-14.48%,"56,797.6","$9,692,096.0","23,844,261.0",Unknown
457,BDL,Bitdeal,0.00000690 BTC,$0.05,-4.47%,-15.34%,"60,140.3","$9,680,637.0","175,583,793.0","300,000,000.0"
458,SCL,Social,0.00007211 BTC,$0.57,-1.05%,7.04%,"73,357.8","$9,631,069.0","16,714,020.0",Unknown
459,SEQ,Sequence,0.00002657 BTC,$0.21,-4.63%,-26.47%,"50,172.2","$9,630,745.0","45,361,284.0",Unknown
460,XMCC,Monoeci,0.00039788 BTC,$3.17,-4.75%,-22.63%,"50,435.6","$9,608,251.0","3,022,118.0",Unknown
461,BTM,Bitmark,0.00014843 BTC,$1.18,-2.58%,-13.93%,"2,319.96","$9,559,814.0","8,060,280.0",Unknown
462,AC,AsiaCoin,0.00000092 BTC,$0.00,-3.78%,-6.5%,"2,012.75","$9,538,696.0","1,297,531,054.0",Unknown
463,CRED,Verify,0.00009832 BTC,$0.78,-12.69%,-11.16%,"65,089.2","$9,497,745.0","12,089,505.0",Unknown
464,EAC,EarthCoin,0.00000010 BTC,$0.00,-10.29%,-29.07%,"46,354.1","$9,493,782.0","11,712,404,160.0",Unknown
465,COVAL,Circuits of Value,0.00000118 BTC,$0.00,-6.83%,-21.01%,"202,833.0","$9,428,990.0","1,000,000,000.0",Unknown
466,CVCOIN,CVCoin,0.00011982 BTC,$0.95,-4.89%,-38.92%,"8,515.42","$9,418,044.0","9,837,033.0",Unknown
467,IOP,Internet of People,0.0003525 BTC,$2.81,-4.77%,-21.91%,"132,389.0","$9,282,094.0","3,295,367.0","21,000,000.0"
468,HUSH,Hush,0.00037121 BTC,$2.96,-4.78%,-18.38%,"81,170.4","$9,238,052.0","3,114,388.0","21,000,000.0"
469,POLIS,Polis,0.00155805 BTC,$12.4,-3.96%,-22.75%,"103,285.0","$9,198,919.0","738,875.0","25,000,000.0"
470,SPRTS,Sprouts,0.0000000005 BTC,$0.00,-2.13%,-20.32%,"24,723.5","$9,183,023.0","2,547,167,547,105.0",Unknown
471,DOPE,DopeCoin,0.00000980 BTC,$0.07,-4.34%,-18.34%,"73,484.8","$9,149,531.0","116,845,228.0",Unknown
472,ADST,AdShares,0.00005868 BTC,$0.46,-2.23%,2.77%,"68,633.4","$9,087,482.0","19,379,103.0",Unknown
473,ALQO,ALQO,0.00011622 BTC,$0.92,-3.83%,-22.51%,"145,157.0","$9,056,181.0","9,751,933.0","57,879,300.0"
474,XVC,Vcash,0.00007350 BTC,$0.58,-1.66%,-16.45%,"25,089.8","$9,036,595.0","15,386,309.0",Unknown
475,HORSE,Ethorse,0.00001124 BTC,$0.08,-0.27%,-21.53%,"18,315.0","$9,015,067.0","100,334,300.0",Unknown
476,CRC,CrowdCoin,0.00115706 BTC,$9.24,-3.94%,-23.11%,"114,885.0","$9,009,516.0","974,460.0",Unknown
477,ONG,onG.social,0.00008204 BTC,$0.65,-4.23%,-14.96%,"22,365.9","$8,956,306.0","13,661,735.0",Unknown
478,CL,Coinlancer,0.00001582 BTC,$0.12,-1.46%,-25.4%,"45,663.5","$8,931,857.0","70,666,779.0",Unknown
479,TCC,The ChampCoin,0.00000677 BTC,$0.05,-3.78%,-14.5%,899.306,"$8,921,954.0","164,925,727.0","516,085,281.0"
480,MEME,Memetic / PepeCoin,0.00005777 BTC,$0.46,-1.76%,-15.16%,"134,659.0","$8,850,704.0","19,172,931.0",Unknown
481,TOA,ToaCoin,0.00000082 BTC,$0.00,-5.08%,-22.26%,"50,197.2","$8,715,914.0","1,331,155,614.0",Unknown
482,ERO,Eroscoin,0.00000577 BTC,$0.04,-9.82%,-17.86%,"157,721.0","$8,608,805.0","186,744,000.0",Unknown
483,PFR,Payfair,0.00001408 BTC,$0.11,-4.56%,-15.27%,"32,758.9","$8,559,885.0","76,070,288.0",Unknown
484,HYP,HyperStake,0.00000094 BTC,$0.00,-4.55%,-9.4%,"17,503.9","$8,456,818.0","1,127,977,277.0",Unknown
485,BET,DAO.Casino,0.00000625 BTC,$0.04,-4.5%,-20.02%,"2,675.42","$8,357,402.0","167,270,821.0",Unknown
486,PLAY,HEROcoin,0.00000902 BTC,$0.07,-3.88%,-17.94%,"13,866.5","$8,349,110.0","115,867,645.0",Unknown
487,NVC,Novacoin,0.0005276 BTC,$4.21,-1.04%,-9.07%,"70,372.8","$8,329,603.0","1,975,778.0",Unknown
488,RIC,Riecoin,0.00002438 BTC,$0.19,-3.77%,-12.4%,"599,410.0","$8,039,246.0","41,266,476.0",Unknown
489,1337,Elite,0.00000004 BTC,$0.00,-6.47%,-19.23%,"43,479.7","$8,002,546.0","25,078,255,052.0",Unknown
490,GMT,Mercury Protocol,0.00000586 BTC,$0.04,-4.5%,-8.51%,"4,034.71","$7,970,218.0","170,309,625.0",Unknown
491,INN,Innova,0.00058 BTC,$4.63,-3.78%,-27.14%,"51,380.4","$7,961,602.0","1,717,865.0","42,000,000.0"
492,EVE,Devery,0.00001644 BTC,$0.13,-4.82%,-24.08%,"72,224.3","$7,951,443.0","60,523,400.0",Unknown
493,BWK,Bulwark,0.00045805 BTC,$3.66,-3.96%,-22.73%,"154,814.0","$7,923,329.0","2,164,749.0","27,000,000.0"
494,SUMO,Sumokoin,0.00035057 BTC,$2.80,-6.85%,-22.22%,"53,664.2","$7,919,362.0","2,827,061.0","88,888,888.0"
495,DRP,DCORP,0.00011908 BTC,$0.95,-5.43%,-7.89%,"13,653.0","$7,701,864.0","8,094,002.0",Unknown
496,CPAY,Cryptopay,0.00001531 BTC,$0.12,-4.5%,-24.26%,"13,323.0","$7,649,596.0","62,528,369.0",Unknown
497,TX,TransferCoin,0.00014814 BTC,$1.18,0.83%,-20.08%,"166,380.0","$7,478,646.0","6,317,651.0",Unknown
498,REC,Regalcoin,0.00007208 BTC,$0.57,-7.5%,-31.23%,"109,182.0","$7,371,679.0","12,799,009.0","27,000,000.0"
499,MAGE,MagicCoin,0.00012636 BTC,$1.00,-5.72%,-19.89%,"3,090.86","$7,368,718.0","7,297,928.0",Unknown
500,ATMS,Atmos,0.00000916 BTC,$0.07,-7.37%,-10.47%,"48,851.9","$7,348,147.0","100,392,061.0",Unknown
501,LCT,LendConnect,0.00042331 BTC,$3.38,20.52%,-32.08%,"330,356.0","$7,309,890.0","2,161,059.0",Unknown
502,BTDX,Bitcloud,0.00004956 BTC,$0.39,-8.22%,-25.19%,"9,467.69","$7,274,708.0","18,367,924.0",Unknown
503,VRM,VeriumReserve,0.00061334 BTC,$4.90,-4.28%,-18.29%,"112,409.0","$7,264,786.0","1,482,313.0",Unknown
504,DGPT,DigiPulse,0.0006376 BTC,$5.09,-3.84%,-17.12%,"7,038.77","$7,146,262.0","1,402,641.0",Unknown
505,HBC,HomeBlockCoin,0.00017675 BTC,$1.41,-3.72%,-29.05%,"138,999.0","$7,061,650.0","5,000,000.0","28,000,000.0"
506,PTC,Pesetacoin,0.00000663 BTC,$0.05,-3.72%,-20.68%,"23,526.5","$7,025,008.0","132,587,594.0",Unknown
507,BELA,Bela,0.00002197 BTC,$0.17,-5.11%,-15.7%,"42,853.5","$6,994,904.0","39,845,650.0",Unknown
508,QWARK,Qwark,0.00001826 BTC,$0.14,-3.9%,-14.49%,"27,353.5","$6,993,384.0","47,933,704.0",Unknown
509,BUZZ,BuzzCoin,0.00000005 BTC,$0.00,-19.73%,-23.49%,"34,441.1","$6,961,757.0","17,424,736,050.0","20,000,000,000.0"
510,ATL,ATLANT,0.00006569 BTC,$0.52,6.86%,-10.98%,"44,303.3","$6,941,512.0","13,225,026.0","54,175,041.0"
511,AMM,MicroMoney,0.00008151 BTC,$0.65,0.86%,6.56%,"3,343,560.0","$6,828,616.0","10,484,899.0",Unknown
512,INXT,Internxt,0.0013502 BTC,$10.7,9.76%,-24.93%,"64,215.4","$6,792,857.0","629,610.0","629,610.0"
513,XBC,Bitcoin Plus,0.00796663 BTC,$63.6,-3.47%,-14.25%,"38,027.8","$6,688,403.0","105,067.0","1,000,000.0"
514,TZC,TrezarCoin,0.00000932 BTC,$0.07,-5.86%,-15.41%,"20,558.3","$6,630,313.0","89,008,000.0","400,000,000.0"
515,REAL,REAL,0.00008223 BTC,$0.65,-3.97%,-16.48%,"1,890.76","$6,607,225.0","10,055,817.0",Unknown
516,TFL,TrueFlip,0.00013231 BTC,$1.05,-3.8%,-22.94%,"129,307.0","$6,604,986.0","6,247,267.0",Unknown
517,FLIK,FLiK,0.00001366 BTC,$0.10,2.28%,-5.89%,"11,025.0","$6,562,981.0","60,123,682.0","600,000,000.0"
518,DOT,Dotcoin,0.00000291 BTC,$0.02,-5.36%,-18.91%,"85,611.1","$6,525,007.0","280,666,000.0","890,000,000.0"
519,SSS,Sharechain,0.00000038 BTC,$0.00,-3.79%,-16.7%,"2,437.17","$6,519,032.0","2,144,023,561.0",Unknown
520,MAG,Magnet,0.00006022 BTC,$0.48,-4.19%,-16.7%,"42,200.4","$6,517,041.0","13,542,438.0",Unknown
521,BLITZ,Blitzcash,0.00019691 BTC,$1.57,-3.8%,-17.65%,"26,995.8","$6,488,759.0","4,123,932.0",Unknown
522,TES,TeslaCoin,0.00001094 BTC,$0.08,-0.75%,-8.3%,"83,543.8","$6,486,646.0","74,202,720.0",Unknown
523,CHIPS,CHIPS,0.00003917 BTC,$0.31,-3.79%,-0.18%,"8,562.25","$6,485,382.0","20,720,797.0","21,000,000.0"
524,BRK,Breakout,0.00004449 BTC,$0.35,-5.04%,-16.55%,"28,723.2","$6,449,166.0","18,142,083.0","19,500,000.0"
525,SEND,Social Send,0.00002522 BTC,$0.20,-6.74%,-19.46%,"40,528.0","$6,426,826.0","31,890,961.0",Unknown
526,KORE,Kore,0.00039003 BTC,$3.11,-4.2%,-20.54%,"54,383.7","$6,303,133.0","2,022,465.0","12,000,000.0"
527,WISH,MyWish,0.00004407 BTC,$0.35,-12.12%,-32.35%,"34,752.0","$6,299,292.0","17,889,260.0",Unknown
528,BTCZ,BitcoinZ,0.00000073 BTC,$0.00,-3.83%,-15.91%,"98,076.0","$6,218,266.0","1,059,050,129.0","21,000,000,000.0"
529,CRB,Creditbit,0.00004693 BTC,$0.37,-3.99%,-20.61%,"121,388.0","$6,210,221.0","16,559,751.0",Unknown
530,TIE,TIES Network,0.00001958 BTC,$0.15,-4.69%,-3.54%,"86,207.6","$6,191,189.0","39,561,827.0",Unknown
531,HWC,HollyWoodCoin,0.00081002 BTC,$6.47,3.13%,-7.95%,"257,754.0","$6,159,348.0","951,605.0",Unknown
532,FYP,FlypMe,0.00004300 BTC,$0.34,-7.18%,-21.99%,"17,158.5","$6,060,633.0","17,638,681.0",Unknown
533,PROC,ProCurrency,0.00000782 BTC,$0.06,-9.72%,-19.8%,"58,132.1","$6,049,804.0","96,805,844.0",Unknown
534,ERC,EuropeCoin,0.00007504 BTC,$0.59,-5.35%,-18.1%,"50,098.5","$5,993,472.0","9,995,450.0","32,000,000.0"
535,BRX,Breakout Stake,0.0001194 BTC,$0.95,-6.29%,-15.09%,"13,644.6","$5,980,171.0","6,268,082.0","12,500,000.0"
536,SNRG,Synergy,0.00021973 BTC,$1.75,-6.58%,-18.68%,"8,305.72","$5,962,119.0","3,395,633.0",Unknown
537,BON,Bonpay,0.00006598 BTC,$0.52,-3.96%,-12.13%,"32,214.5","$5,952,450.0","11,290,301.0",Unknown
538,UFR,Upfiring,0.00004657 BTC,$0.37,-2.7%,-12.76%,"20,112.1","$5,916,597.0","15,900,000.0",Unknown
539,ZEIT,Zeitcoin,0.00000002 BTC,$0.00,-3.78%,-13.31%,"9,640.97","$5,812,905.0","36,971,181,012.0",Unknown
540,REX,REX,0.00008319 BTC,$0.66,-4.5%,-9.63%,"1,026.19","$5,756,865.0","8,660,756.0",Unknown
541,ADC,AudioCoin,0.00000084 BTC,$0.00,-7.62%,-23.16%,"16,304.0","$5,683,676.0","847,198,306.0",Unknown
542,GLD,GoldCoin,0.00001741 BTC,$0.13,-2.74%,-23.53%,"58,057.8","$5,676,463.0","40,811,440.0","72,245,700.0"
543,CANN,CannabisCoin,0.00000917 BTC,$0.07,-4.44%,-22.02%,"87,714.6","$5,658,450.0","77,231,176.0",Unknown
544,OPT,Opus,0.00000505 BTC,$0.04,10.08%,-8.46%,"4,867.71","$5,650,681.0","140,080,549.0","249,308,531.0"
545,BPL,Blockpool,0.00003151 BTC,$0.25,-8.56%,-11.26%,"17,674.4","$5,612,598.0","22,293,890.0",Unknown
546,MTNC,Masternodecoin,0.00001441 BTC,$0.11,-2.68%,-28.9%,"8,435.28","$5,486,258.0","47,646,105.0",Unknown
547,XGOX,XGOX,0.00000050 BTC,$0.00,-3.0%,-16.63%,"12,849.6","$5,391,290.0","1,339,600,811.0",Unknown
548,VIVO,VIVO,0.00055986 BTC,$4.47,3.19%,-0.01%,"175,108.0","$5,325,062.0","1,190,328.0",Unknown
549,MXT,MarteXcoin,0.00023123 BTC,$1.84,-3.1%,-3.33%,"7,212.24","$5,313,980.0","2,876,013.0","5,000,000.0"
550,RUP,Rupee,0.00002898 BTC,$0.23,-7.46%,-14.18%,"16,620.0","$5,306,625.0","22,916,450.0","84,000,000.0"
551,ZNY,Bitzeny,0.00000878 BTC,$0.07,-3.53%,-11.17%,"41,450.3","$5,306,089.0","75,614,500.0","194,388,625.0"
552,NOTE,DNotes,0.00000503 BTC,$0.04,-5.23%,-8.01%,"6,448.74","$5,285,766.0","131,487,704.0",Unknown
553,STA,Starta,0.00012718 BTC,$1.01,-3.25%,-12.14%,"4,807.43","$5,284,621.0","5,200,017.0",Unknown
554,KRB,Karbo,0.00012428 BTC,$0.99,-3.21%,-13.39%,"77,488.6","$5,236,162.0","5,272,686.0",Unknown
555,CHC,ChainCoin,0.00004400 BTC,$0.35,-4.05%,-17.47%,"17,241.6","$5,146,130.0","14,636,777.0","23,000,000.0"
556,GCN,GCN Coin,0.000000004 BTC,$0.00,-11.23%,-39.17%,"9,140.14","$5,141,996.0","151,030,385,000.0",Unknown
557,BBT,BitBoost,0.00005167 BTC,$0.41,-4.47%,-4.88%,805.316,"$5,140,418.0","12,449,969.0",Unknown
558,ITNS,IntenseCoin,0.00000182 BTC,$0.01,-6.59%,-20.49%,"7,226.02","$5,139,244.0","353,679,324.0","999,481,516.0"
559,EVR,Everus,0.00002476 BTC,$0.19,-9.55%,-22.75%,"1,359.39","$5,112,431.0","25,840,066.0",Unknown
560,EXCL,ExclusiveCoin,0.00014227 BTC,$1.13,-3.96%,-22.28%,"61,145.0","$5,051,899.0","4,443,965.0",Unknown
561,ALT,Altcoin,0.00512622 BTC,$40.9,-3.57%,-0.45%,"3,107.54","$5,045,505.0","123,175.0",Unknown
562,HOLD,Interstellar Holdings,0.00000504 BTC,$0.04,-3.89%,-13.72%,"31,820.2","$4,929,638.0","122,405,530.0","2,000,000,000.0"
563,QVT,Qvolta,0.00009134 BTC,$0.72,-7.09%,-19.2%,"31,082.8","$4,914,248.0","6,732,778.0",Unknown
564,MCAP,MCAP,0.00005844 BTC,$0.46,-3.85%,-27.85%,"353,454.0","$4,898,704.0","10,490,000.0",Unknown
565,CREA,Creativecoin,0.00004575 BTC,$0.36,-3.4%,-14.94%,"4,743.99","$4,875,291.0","13,335,260.0","115,000,000.0"
566,IND,Indorse Token,0.00001312 BTC,$0.10,-4.49%,-11.81%,"124,306.0","$4,874,617.0","46,508,192.0",Unknown
567,TKS,Tokes,0.00039865 BTC,$3.18,-3.65%,-13.98%,"11,120.9","$4,859,603.0","1,525,553.0",Unknown
568,APX,APX,0.00085977 BTC,$6.87,-3.78%,-14.56%,"6,861.89","$4,830,938.0","703,179.0",Unknown
569,WAND,WandX,0.00004897 BTC,$0.39,-4.66%,-3.57%,"2,017.76","$4,791,363.0","12,244,135.0","75,400,000.0"
570,ZRC,ZrCoin,0.00015609 BTC,$1.24,-3.42%,-13.62%,"41,515.3","$4,748,425.0","3,807,146.0",Unknown
571,FRD,Farad,0.00000435 BTC,$0.03,-3.98%,-21.48%,"2,289.7","$4,710,127.0","135,637,695.0",Unknown
572,2GIVE,2GIVE,0.00000113 BTC,$0.00,-3.18%,-18.82%,"54,031.6","$4,690,225.0","519,365,621.0",Unknown
573,STAK,STRAKS,0.00041476 BTC,$3.31,-4.02%,-3.97%,"50,816.1","$4,607,012.0","1,390,091.0","150,000,000.0"
574,VTR,vTorrent,0.00005315 BTC,$0.42,-3.92%,-16.31%,"9,040.27","$4,593,584.0","10,815,966.0",Unknown
575,ADL,Adelphoi,0.00002438 BTC,$0.19,-0.84%,-6.18%,"2,786.53","$4,571,826.0","23,472,224.0",Unknown
576,PUT,PutinCoin,0.00000162 BTC,$0.01,-4.74%,-14.86%,"15,678.4","$4,568,153.0","352,546,231.0","2,000,000,000.0"
577,TRC,Terracoin,0.00002567 BTC,$0.20,-3.77%,-15.09%,"12,520.3","$4,552,079.0","22,190,219.0","42,000,000.0"
578,SPR,SpreadCoin,0.00005918 BTC,$0.47,-4.19%,-20.33%,"78,362.8","$4,505,926.0","9,527,802.0",Unknown
579,GCC,TheGCCcoin,0.00000099 BTC,$0.00,18.65%,4.51%,"16,197.8","$4,504,839.0","569,457,129.0","2,400,000,000.0"
580,PRIX,Privatix,0.00046945 BTC,$3.75,-4.76%,-15.78%,"2,698.67","$4,436,435.0","1,182,668.0",Unknown
581,PYLNT,Pylon Network,0.00163 BTC,$13.0,-6.01%,-16.67%,"7,399.52","$4,431,916.0","340,267.0",Unknown
582,FOR,FORCE,0.00000494 BTC,$0.03,17.67%,11.42%,"5,668.79","$4,372,106.0","110,848,436.0","200,000,000.0"
583,TRCT,Tracto,0.00004544 BTC,$0.36,-6.53%,-12.87%,"14,925.1","$4,287,471.0","11,808,906.0",Unknown
584,PDC,Project Decorum,0.00001072 BTC,$0.08,-5.97%,-18.49%,"26,670.9","$4,283,000.0","50,000,000.0",Unknown
585,KLC,KiloCoin,0.00000267 BTC,$0.02,-3.66%,9.76%,"4,496.94","$4,184,327.0","196,297,971.0",Unknown
586,VSX,Vsync,0.00000323 BTC,$0.02,-6.36%,-28.48%,"50,262.0","$4,182,483.0","162,162,651.0",Unknown
587,NKA,IncaKoin,0.00000004 BTC,$0.00,7.85%,-22.13%,"4,477.92","$4,181,509.0","13,082,425,311.0",Unknown
588,DFT,DraftCoin,0.00018704 BTC,$1.49,-6.51%,-5.55%,"118,025.0","$4,179,124.0","2,796,186.0",Unknown
589,ABJ,Abjcoin,0.00006140 BTC,$0.49,-3.78%,122.87%,"57,632.2","$4,055,182.0","8,265,187.0",Unknown
590,START,Startcoin,0.00001117 BTC,$0.08,-3.87%,-23.69%,"61,684.5","$4,024,047.0","45,079,785.0",Unknown
591,CARBON,Carboncoin,0.00000003 BTC,$0.00,-2.93%,-8.48%,"1,127.52","$4,019,625.0","15,392,015,744.0",Unknown
592,VSL,vSlice,0.00001500 BTC,$0.11,-19.57%,4.22%,"33,701.5","$4,003,053.0","33,390,496.0",Unknown
593,TRUST,TrustPlus,0.00001554 BTC,$0.12,-3.53%,-15.93%,"4,656.05","$3,984,353.0","32,086,595.0",Unknown
594,DNR,Denarius,0.00021846 BTC,$1.74,-4.21%,-11.45%,"36,600.3","$3,957,417.0","2,267,029.0","10,000,000.0"
